question_uid,parliament,session,question_number,response_date,response_sitting_day,response_type,response_detail,response_details_full
39-1-195,39,1,195,2007-06-06,165,written,Sessional Paper No. 8555-391-195,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-195)  — June 6, 2007"
39-1-196,39,1,196,2007-06-06,165,written,Sessional Paper No. 8555-391-196,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-196)  — June 6, 2007"
39-1-197,39,1,197,2007-06-06,165,written,Sessional Paper No. 8555-391-197,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-197)  — June 6, 2007"
39-1-198,39,1,198,2007-06-06,165,verbal,"Debates June 6, 2007","Answered — June 6, 2007 (See Debates)"
39-1-199,39,1,199,2007-06-08,167,verbal,"Debates June 8, 2007","Answered — June 8, 2007 (See Debates)"
39-1-200,39,1,200,2007-06-11,168,written,Sessional Paper No. 8555-391-200,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-200)  — June 11, 2007"
39-1-201,39,1,201,2007-06-11,168,written,Sessional Paper No. 8555-391-201,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-201)  — June 11, 2007"
39-1-202,39,1,202,2007-06-11,168,written,Sessional Paper No. 8555-391-202,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-202)  — June 11, 2007"
39-1-203,39,1,203,2007-05-30,160,verbal,"Debates May 30, 2007","Answered — May 30, 2007 (See Debates)"
39-1-204,39,1,204,2007-06-13,170,written,Sessional Paper No. 8555-391-204,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-204)  — June 13, 2007"
39-1-205,39,1,205,2007-06-06,165,written,Sessional Paper No. 8555-391-205,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-391-205)  — June 6, 2007"
39-1-206,39,1,206,2007-06-14,171,verbal,"Debates June 14, 2007","Answered — June 14, 2007 (See Debates)"
39-1-207,39,1,207,NA,NA,NA,NA,NA
39-1-208,39,1,208,NA,NA,NA,NA,NA
39-1-209,39,1,209,NA,NA,NA,NA,NA
39-1-210,39,1,210,NA,NA,NA,NA,NA
39-1-211,39,1,211,NA,NA,NA,NA,NA
39-1-212,39,1,212,NA,NA,NA,NA,NA
39-1-213,39,1,213,NA,NA,NA,NA,NA
39-1-214,39,1,214,NA,NA,NA,NA,NA
39-1-215,39,1,215,NA,NA,NA,NA,NA
39-1-216,39,1,216,NA,NA,NA,NA,NA
39-1-217,39,1,217,NA,NA,NA,NA,NA
39-1-218,39,1,218,NA,NA,NA,NA,NA
39-1-219,39,1,219,2007-05-30,160,withdrawn,NA,"Withdrawn — May 30, 2007"
39-1-220,39,1,220,NA,NA,NA,NA,NA
39-1-221,39,1,221,NA,NA,NA,NA,NA
39-1-222,39,1,222,NA,NA,NA,NA,NA
39-1-223,39,1,223,NA,NA,NA,NA,NA
39-1-224,39,1,224,NA,NA,NA,NA,NA
39-1-225,39,1,225,NA,NA,NA,NA,NA
39-1-226,39,1,226,NA,NA,NA,NA,NA
39-1-227,39,1,227,NA,NA,NA,NA,NA
39-1-228,39,1,228,NA,NA,NA,NA,NA
39-1-229,39,1,229,NA,NA,NA,NA,NA
39-1-230,39,1,230,NA,NA,NA,NA,NA
39-1-231,39,1,231,NA,NA,NA,NA,NA
39-1-232,39,1,232,NA,NA,NA,NA,NA
39-1-233,39,1,233,NA,NA,NA,NA,NA
39-1-234,39,1,234,NA,NA,NA,NA,NA
39-1-235,39,1,235,NA,NA,NA,NA,NA
39-1-236,39,1,236,NA,NA,NA,NA,NA
39-1-237,39,1,237,NA,NA,NA,NA,NA
39-1-238,39,1,238,NA,NA,NA,NA,NA
39-1-239,39,1,239,NA,NA,NA,NA,NA
39-1-240,39,1,240,NA,NA,NA,NA,NA
39-1-241,39,1,241,NA,NA,NA,NA,NA
39-1-242,39,1,242,NA,NA,NA,NA,NA
39-1-243,39,1,243,NA,NA,NA,NA,NA
39-1-244,39,1,244,NA,NA,NA,NA,NA
39-1-245,39,1,245,NA,NA,NA,NA,NA
39-1-246,39,1,246,NA,NA,NA,NA,NA
39-1-247,39,1,247,NA,NA,NA,NA,NA
39-1-248,39,1,248,NA,NA,NA,NA,NA
39-1-249,39,1,249,NA,NA,NA,NA,NA
39-1-250,39,1,250,NA,NA,NA,NA,NA
39-1-251,39,1,251,NA,NA,NA,NA,NA
39-1-252,39,1,252,NA,NA,NA,NA,NA
39-1-253,39,1,253,NA,NA,NA,NA,NA
39-1-254,39,1,254,NA,NA,NA,NA,NA
39-1-255,39,1,255,NA,NA,NA,NA,NA
39-1-256,39,1,256,NA,NA,NA,NA,NA
39-1-257,39,1,257,NA,NA,NA,NA,NA
39-1-258,39,1,258,NA,NA,NA,NA,NA
39-1-259,39,1,259,NA,NA,NA,NA,NA
39-1-260,39,1,260,NA,NA,NA,NA,NA
39-1-261,39,1,261,NA,NA,NA,NA,NA
39-1-262,39,1,262,NA,NA,NA,NA,NA
39-1-263,39,1,263,NA,NA,NA,NA,NA
39-1-264,39,1,264,NA,NA,NA,NA,NA
39-1-265,39,1,265,NA,NA,NA,NA,NA
39-1-266,39,1,266,NA,NA,NA,NA,NA
39-1-267,39,1,267,NA,NA,NA,NA,NA
39-1-268,39,1,268,NA,NA,NA,NA,NA
39-1-269,39,1,269,NA,NA,NA,NA,NA
39-1-270,39,1,270,NA,NA,NA,NA,NA
39-1-271,39,1,271,NA,NA,NA,NA,NA
39-1-272,39,1,272,NA,NA,NA,NA,NA
39-1-273,39,1,273,NA,NA,NA,NA,NA
39-1-274,39,1,274,NA,NA,NA,NA,NA
39-1-275,39,1,275,NA,NA,NA,NA,NA
39-1-276,39,1,276,NA,NA,NA,NA,NA
39-1-277,39,1,277,NA,NA,NA,NA,NA
39-1-278,39,1,278,NA,NA,NA,NA,NA
39-1-279,39,1,279,NA,NA,NA,NA,NA
39-1-280,39,1,280,NA,NA,NA,NA,NA
39-1-281,39,1,281,NA,NA,NA,NA,NA
39-1-282,39,1,282,NA,NA,NA,NA,NA
39-1-283,39,1,283,NA,NA,NA,NA,NA
39-1-284,39,1,284,NA,NA,NA,NA,NA
39-1-285,39,1,285,NA,NA,NA,NA,NA
39-1-286,39,1,286,NA,NA,NA,NA,NA
39-2-1,39,2,1,2008-02-12,49,verbal,"Debates February 12, 2008","Answered — February 12, 2008
					 (See Debates)
"
39-2-2,39,2,2,2008-02-01,42,verbal,"Debates February 1, 2008","Answered — February 1, 2008
					 (See Debates)
"
39-2-3,39,2,3,2007-11-30,28,written,Sessional Paper No. 8555-392-3,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-3)  — November 30, 2007
"
39-2-4,39,2,4,2007-12-12,36,verbal,"Debates December 12, 2007","Answered — December 12, 2007
					 (See Debates)
"
39-2-5,39,2,5,2007-11-21,21,verbal,"Debates November 21, 2007","Answered — November 21, 2007
					 (See Debates)
"
39-2-6,39,2,6,2007-11-22,22,written,Sessional Paper No. 8555-392-6,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-6)  — November 22, 2007
"
39-2-7,39,2,7,2007-11-29,27,written,Sessional Paper No. 8555-392-7,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-7)  — November 29, 2007
"
39-2-8,39,2,8,2007-11-29,27,written,Sessional Paper No. 8555-392-8,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-8)  — November 29, 2007
"
39-2-9,39,2,9,2008-01-28,38,written,Sessional Paper No. 8555-392-9,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-9)  — January 28, 2008
"
39-2-10,39,2,10,2007-11-21,21,written,Sessional Paper No. 8555-392-10,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-10)  — November 21, 2007
"
39-2-11,39,2,11,2007-10-18,3,withdrawn,NA,"Withdrawn — October 18, 2007
"
39-2-12,39,2,12,2007-11-20,20,verbal,"Debates November 20, 2007","Answered — November 20, 2007
					 (See Debates)
"
39-2-13,39,2,13,2007-11-19,19,verbal,"Debates November 19, 2007","Answered — November 19, 2007
					 (See Debates)
"
39-2-14,39,2,14,2007-11-22,22,written,Sessional Paper No. 8555-392-14,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-14)  — November 22, 2007
"
39-2-15,39,2,15,2007-11-30,28,verbal,"Debates November 30, 2007","Answered — November 30, 2007
					 (See Debates)
"
39-2-16,39,2,16,2007-11-30,28,written,Sessional Paper No. 8555-392-16,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-16)  — November 30, 2007
"
39-2-17,39,2,17,2007-11-30,28,written,Sessional Paper No. 8555-392-17,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-17)  — November 30, 2007
"
39-2-18,39,2,18,2007-11-27,25,written,Sessional Paper No. 8555-392-18,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-18)  — November 27, 2007
"
39-2-19,39,2,19,2007-11-30,28,written,Sessional Paper No. 8555-392-19,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-19)  — November 30, 2007
"
39-2-20,39,2,20,2007-11-16,18,written,Sessional Paper No. 8555-392-20,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-20)  — November 16, 2007
"
39-2-21,39,2,21,2007-11-16,18,written,Sessional Paper No. 8555-392-21,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-21)  — November 16, 2007
"
39-2-22,39,2,22,2007-11-21,21,written,Sessional Paper No. 8555-392-22,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-22)  — November 21, 2007
"
39-2-23,39,2,23,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-24,39,2,24,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-25,39,2,25,2007-11-29,27,written,Sessional Paper No. 8555-392-25,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-25)  — November 29, 2007
"
39-2-26,39,2,26,2007-11-29,27,verbal,"Debates November 29, 2007","Answered — November 29, 2007
					 (See Debates)
"
39-2-27,39,2,27,2007-12-03,29,written,Sessional Paper No. 8555-392-27,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-27)  — December 3, 2007
"
39-2-27,39,2,27,2007-12-06,32,written,Sessional Paper No. 8555-392-27-01,"Made an Order for Return and supplementary answer tabled (Sessional Paper No. 8555-392-27-01)  — December 6, 2007
"
39-2-28,39,2,28,2007-11-22,22,written,Sessional Paper No. 8555-392-28,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-28)  — November 22, 2007
"
39-2-29,39,2,29,2007-11-15,17,written,Sessional Paper No. 8555-392-29,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-29)  — November 15, 2007
"
39-2-30,39,2,30,2007-11-22,22,written,Sessional Paper No. 8555-392-30,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-30)  — November 22, 2007
"
39-2-31,39,2,31,2007-12-12,36,verbal,"Debates December 12, 2007","Answered — December 12, 2007
					 (See Debates)
"
39-2-32,39,2,32,2007-11-30,28,verbal,"Debates November 30, 2007","Answered — November 30, 2007
					 (See Debates)
"
39-2-33,39,2,33,2007-11-20,20,withdrawn,NA,"Withdrawn — November 20, 2007
"
39-2-34,39,2,34,2007-11-20,20,withdrawn,NA,"Withdrawn — November 20, 2007
"
39-2-35,39,2,35,2007-11-20,20,written,Sessional Paper No. 8555-392-35,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-35)  — November 20, 2007
"
39-2-36,39,2,36,2007-11-29,27,verbal,"Debates November 29, 2007","Answered — November 29, 2007
					 (See Debates)
"
39-2-37,39,2,37,2007-11-22,22,written,Sessional Paper No. 8555-392-37,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-37)  — November 22, 2007
"
39-2-38,39,2,38,2007-11-15,17,verbal,"Debates November 15, 2007","Answered — November 15, 2007
					 (See Debates)
"
39-2-39,39,2,39,2007-11-29,27,written,Sessional Paper No. 8555-392-39,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-39)  — November 29, 2007
"
39-2-40,39,2,40,2007-11-29,27,verbal,"Debates November 29, 2007","Answered — November 29, 2007
					 (See Debates)
"
39-2-41,39,2,41,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-42,39,2,42,2007-11-16,18,verbal,"Debates November 16, 2007","Answered — November 16, 2007
					 (See Debates)
"
39-2-43,39,2,43,2007-11-20,20,verbal,"Debates November 20, 2007","Answered — November 20, 2007
					 (See Debates)
"
39-2-44,39,2,44,2007-11-30,28,written,Sessional Paper No. 8555-392-44,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-44)  — November 30, 2007
"
39-2-45,39,2,45,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-46,39,2,46,2007-11-30,28,written,Sessional Paper No. 8555-392-46,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-46)  — November 30, 2007
"
39-2-47,39,2,47,2007-11-22,22,written,Sessional Paper No. 8555-392-47,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-47)  — November 22, 2007
"
39-2-48,39,2,48,2007-11-20,20,written,Sessional Paper No. 8555-392-48,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-48)  — November 20, 2007
"
39-2-49,39,2,49,2007-11-19,19,verbal,"Debates November 19, 2007","Answered — November 19, 2007
					 (See Debates)
"
39-2-50,39,2,50,2007-11-15,17,verbal,"Debates November 15, 2007","Answered — November 15, 2007
					 (See Debates)
"
39-2-51,39,2,51,2007-11-29,27,written,Sessional Paper No. 8555-392-51,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-51)  — November 29, 2007
"
39-2-52,39,2,52,2007-11-30,28,written,Sessional Paper No. 8555-392-52,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-52)  — November 30, 2007
"
39-2-53,39,2,53,2007-11-30,28,written,Sessional Paper No. 8555-392-53,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-53)  — November 30, 2007
"
39-2-54,39,2,54,2007-11-29,27,written,Sessional Paper No. 8555-392-54,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-54)  — November 29, 2007
"
39-2-55,39,2,55,2007-11-20,20,written,Sessional Paper No. 8555-392-55,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-55)  — November 20, 2007
"
39-2-56,39,2,56,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-57,39,2,57,2007-11-28,26,written,Sessional Paper No. 8555-392-57,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-57)  — November 28, 2007
"
39-2-58,39,2,58,2007-12-03,29,written,Sessional Paper No. 8555-392-58,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-58)  — December 3, 2007
"
39-2-59,39,2,59,2007-11-19,19,verbal,"Debates November 19, 2007","Answered — November 19, 2007
					 (See Debates)
"
39-2-60,39,2,60,2007-11-15,17,verbal,"Debates November 15, 2007","Answered — November 15, 2007
					 (See Debates)
"
39-2-61,39,2,61,2007-11-29,27,verbal,"Debates November 29, 2007","Answered — November 29, 2007
					 (See Debates)
"
39-2-62,39,2,62,2007-11-16,18,written,Sessional Paper No. 8555-392-62,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-62)  — November 16, 2007
"
39-2-63,39,2,63,2007-12-12,36,written,Sessional Paper No. 8555-392-63,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-63)  — December 12, 2007
"
39-2-64,39,2,64,2008-02-08,47,written,Sessional Paper No. 8555-392-64,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-64)  — February 8, 2008
"
39-2-65,39,2,65,2008-02-14,51,written,Sessional Paper No. 8555-392-65,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-65)  — February 14, 2008
"
39-2-66,39,2,66,2008-01-28,38,written,Sessional Paper No. 8555-392-66,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-66)  — January 28, 2008
"
39-2-67,39,2,67,2007-11-16,18,written,Sessional Paper No. 8555-392-67,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-67)  — November 16, 2007
"
39-2-68,39,2,68,2007-11-29,27,verbal,"Debates November 29, 2007","Answered — November 29, 2007
					 (See Debates)
"
39-2-69,39,2,69,2007-11-22,22,written,Sessional Paper No. 8555-392-69,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-69)  — November 22, 2007
"
39-2-70,39,2,70,2007-11-29,27,written,Sessional Paper No. 8555-392-70,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-70)  — November 29, 2007
"
39-2-71,39,2,71,2007-12-05,31,written,Sessional Paper No. 8555-392-71,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-71)  — December 5, 2007
"
39-2-72,39,2,72,2007-11-16,18,written,Sessional Paper No. 8555-392-72,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-72)  — November 16, 2007
"
39-2-73,39,2,73,2007-11-28,26,verbal,"Debates November 28, 2007","Answered — November 28, 2007
					 (See Debates)
"
39-2-74,39,2,74,2007-12-03,29,written,Sessional Paper No. 8555-392-74,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-74)  — December 3, 2007
"
39-2-75,39,2,75,2007-11-30,28,written,Sessional Paper No. 8555-392-75,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-75)  — November 30, 2007
"
39-2-76,39,2,76,2007-11-27,25,written,Sessional Paper No. 8555-392-76,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-76)  — November 27, 2007
"
39-2-77,39,2,77,2007-12-05,31,written,Sessional Paper No. 8555-392-77,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-77)  — December 5, 2007
"
39-2-78,39,2,78,2007-11-20,20,withdrawn,NA,"Withdrawn — November 20, 2007
"
39-2-79,39,2,79,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-80,39,2,80,2007-11-01,13,withdrawn,NA,"Withdrawn — November 1, 2007
"
39-2-81,39,2,81,2007-11-01,13,withdrawn,NA,"Withdrawn — November 1, 2007
"
39-2-82,39,2,82,2007-11-01,13,withdrawn,NA,"Withdrawn — November 1, 2007
"
39-2-83,39,2,83,2007-11-01,13,withdrawn,NA,"Withdrawn — November 1, 2007
"
39-2-84,39,2,84,2007-11-22,22,verbal,"Debates November 22, 2007","Answered — November 22, 2007
					 (See Debates)
"
39-2-85,39,2,85,2007-11-28,26,written,Sessional Paper No. 8555-392-85,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-85)  — November 28, 2007
"
39-2-86,39,2,86,2007-12-05,31,verbal,"Debates December 5, 2007","Answered — December 5, 2007
					 (See Debates)
"
39-2-87,39,2,87,2008-03-31,68,verbal,"Debates March 31, 2008","Answered — March 31, 2008
					 (See Debates)
"
39-2-88,39,2,88,2008-01-28,38,written,Sessional Paper No. 8555-392-88,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-392-88)  — January 28, 2008
"
